tension	ID_Bus	Coord_X	Coord_Y	modelo	estado
13,2 kV	968.0	2567212.0777747496	6499403.377330093	Cuchilla-Fusible	Abierto
13,2 kV	969.0	2567064.2862150157	6499434.8937799875	NULL	NULL
13,2 kV	970.0	2567142.1268333304	6499418.6157979155	NULL	NULL
13,2 kV	971.0	2567047.464096412	6499438.457558795	Cuchilla	Cerrado
13,2 kV	972.0	2566381.290882521	6499577.891303289	NULL	NULL
13,2 kV	973.0	2566820.764605732	6499486.481783357	NULL	NULL
13,2 kV	974.0	2566393.1501361094	6499635.05999664	Cuchilla-Fusible	Abierto
13,2 kV	975.0	2566415.5648247944	6499755.005477192	NULL	NULL
13,2 kV	976.0	2566403.954737316	6499758.849535575	NULL	NULL
13,2 kV	977.0	2566451.231404395	6499979.341820399	NULL	NULL
13,2 kV	978.0	2564551.363880685	6497266.442764765	NULL	NULL
13,2 kV	979.0	2564553.7613358474	6497277.916397456	Cuchilla	Cerrado
13,2 kV	980.0	2564505.115163134	6497276.646407786	Fusible	Cerrado
13,2 kV	981.0	2564204.3315232447	6497340.135520763	NULL	NULL
13,2 kV	982.0	2563511.4853106556	6497483.613595135	NULL	NULL
13,2 kV	983.0	2563235.7084322046	6497532.305873054	NULL	NULL
13,2 kV	984.0	2563228.035615492	6497506.428181872	Fusible	Cerrado
13,2 kV	985.0	2563225.9373691077	6497490.986003214	NULL	NULL
13,2 kV	986.0	2564548.8185051084	6497252.701882813	Seccionalizador	Cerrado
13,2 kV	987.0	2564506.165141747	6497046.44820993	NULL	NULL
13,2 kV	988.0	2564285.3270996	6495964.179129991	NULL	NULL
13,2 kV	989.0	2564384.1552627557	6496455.121157027	Fusible	Cerrado
7,6 kV	990.0	2564294.8591062985	6495962.227359787	Fusible	Cerrado
7,6 kV	991.0	2564735.851659776	6495873.490098834	NULL	NULL
13,2 kV	992.0	2564187.8752796063	6495504.4469676465	NULL	NULL
13,2 kV	993.0	2564279.849701357	6495938.404610644	NULL	NULL
13,2 kV	994.0	2564137.0304067577	6495256.987238567	NULL	NULL
13,2 kV	995.0	2564039.92318892	6494782.202127051	NULL	NULL
13,2 kV	996.0	2564024.273906325	6494707.30902735	NULL	NULL
13,2 kV	997.0	2564024.9948019595	6494710.684748028	Fusible	Cerrado
13,2 kV	998.0	2563957.243416902	6494393.426963918	NULL	NULL
13,2 kV	999.0	2563884.1021875464	6494045.41588224	NULL	NULL
13,2 kV	1000.0	2563755.249198092	6493437.595300951	NULL	NULL
13,2 kV	1001.0	2563775.997094007	6493433.603890496	NULL	NULL
13,2 kV	1002.0	2565049.712015084	6494491.79803073	NULL	NULL
13,2 kV	1003.0	2565309.162041896	6494438.201873569	NULL	NULL
13,2 kV	1004.0	2565328.4759121602	6494434.648287607	Fusible	Cerrado
13,2 kV	1005.0	2565675.8809873415	6494360.917020683	NULL	NULL
13,2 kV	1006.0	2565436.9287207625	6495024.162910157	NULL	NULL
13,2 kV	1007.0	2566688.5969769047	6495469.201767673	NULL	NULL
13,2 kV	1008.0	2566857.3734907103	6495427.339431761	NULL	NULL
13,2 kV	1009.0	2566684.6346076336	6495461.554189026	Fusible	Cerrado
13,2 kV	1010.0	2566682.9527230775	6495452.752922612	NULL	NULL
13,2 kV	1011.0	2566668.425277136	6495473.632788953	NULL	NULL
13,2 kV	1012.0	2565648.152624378	6495676.116715313	Fusible	Cerrado
13,2 kV	1013.0	2566201.3237925726	6495562.575874894	NULL	NULL
13,2 kV	1014.0	2565611.2564234487	6495682.589477967	NULL	NULL
13,2 kV	1015.0	2565586.4889634545	6495687.878916502	NULL	NULL
13,2 kV	1016.0	2565592.511161045	6495715.53825772	Cuchilla	Cerrado
13,2 kV	1017.0	2564407.2677687085	6496570.58527608	NULL	NULL
13,2 kV	1018.0	2564450.0867889733	6496562.829391758	Fusible	Cerrado
13,2 kV	1019.0	2565017.4252949585	6496460.066372317	NULL	NULL
13,2 kV	1020.0	2564401.0859725634	6496539.187635892	NULL	NULL
13,2 kV	1021.0	2565716.897216943	6496356.821389067	NULL	NULL
13,2 kV	1022.0	2565828.7515498567	6496999.554385658	Cuchilla	Cerrado
13,2 kV	1023.0	2564563.80571432	6497263.819952064	Cuchilla	Cerrado
13,2 kV	1024.0	2565840.992956361	6496996.611693695	NULL	NULL
13,2 kV	1025.0	2565945.1513537844	6496974.888841175	NULL	NULL
13,2 kV	1026.0	2565875.281968636	6496989.643389247	Fusible	Cerrado
13,2 kV	1027.0	2566467.3729084698	6496867.1989893755	NULL	NULL
13,2 kV	1028.0	2566990.30830566	6496760.925049917	NULL	NULL
13,2 kV	1029.0	2565018.7483989242	6493170.159170831	NULL	NULL
13,2 kV	1030.0	2565657.9233286083	6493042.262925675	NULL	NULL
13,2 kV	1031.0	2565135.955392791	6493147.513701802	Seccionalizador	Cerrado
13,2 kV	1032.0	2566268.1559162755	6492912.723506119	NULL	NULL
13,2 kV	1033.0	2566070.15401889	6492959.182269465	NULL	NULL
13,2 kV	1034.0	2566338.958136291	6492898.75356927	Cuchilla-Fusible	Cerrado
13,2 kV	1035.0	2567605.489350255	6492637.399722735	NULL	NULL
13,2 kV	1036.0	2566922.7977923346	6492783.633707209	NULL	NULL
13,2 kV	1037.0	2567633.780711867	6492631.389165003	NULL	NULL
13,2 kV	1038.0	2568914.666706929	6492353.449769749	NULL	NULL
13,2 kV	1039.0	2567705.229426587	6492616.210345465	Fusible	Cerrado
13,2 kV	1040.0	2568908.9517273065	6492375.0396829285	NULL	NULL
13,2 kV	1041.0	2569013.0738936737	6492867.900969997	NULL	NULL
13,2 kV	1042.0	2568917.379334675	6492366.75900308	NULL	NULL
13,2 kV	1043.0	2569471.3704455392	6492234.69609662	NULL	NULL
13,2 kV	1044.0	2569721.703894676	6492179.208573169	Cuchilla	Cerrado
13,2 kV	1045.0	2569703.1748419763	6492183.111785473	NULL	NULL
13,2 kV	1046.0	2570453.2656289507	6492023.251256044	NULL	NULL
13,2 kV	1047.0	2570455.8112958823	6492018.702626504	Fusible	Cerrado
13,2 kV	1048.0	2570472.1885920498	6491989.439468693	NULL	NULL
13,2 kV	1049.0	2571478.656927131	6491817.67725361	NULL	NULL
13,2 kV	1050.0	2571210.8850225247	6491864.089832546	NULL	NULL
13,2 kV	1051.0	2570949.4648305955	6491917.6825911375	NULL	NULL
13,2 kV	1052.0	2572800.546306614	6491540.478869483	NULL	NULL
13,2 kV	1053.0	2566504.179607443	6494191.000623881	NULL	NULL
13,2 kV	1054.0	2566596.2974142586	6494169.835062226	NULL	NULL
13,2 kV	1055.0	2566630.9995608265	6494161.997844526	Cuerno-Fusible	Cerrado
13,2 kV	1056.0	2566826.7681423235	6494123.653078746	NULL	NULL
13,2 kV	1057.0	2567519.9720210168	6493987.521707468	NULL	NULL
13,2 kV	1058.0	2567817.9077983485	6493927.021828319	Cuchilla	Abierto
13,2 kV	1059.0	2566598.9782249634	6494188.080661038	Fusible	Cerrado
13,2 kV	1060.0	2566586.176772651	6494129.338035629	Fusible	Cerrado
13,2 kV	1061.0	2566483.5626410865	6493685.639655295	NULL	NULL
13,2 kV	1062.0	2567369.9629201014	6497986.651389123	Cuchilla	Cerrado
13,2 kV	1063.0	2567391.6997659355	6497982.045656131	NULL	NULL
13,2 kV	1064.0	2567404.2959790877	6498023.268593797	Cuchilla	Cerrado
13,2 kV	1065.0	2567627.5416423227	6497975.9900129	NULL	NULL
13,2 kV	1066.0	2568007.420078981	6497896.963935783	NULL	NULL
13,2 kV	1067.0	2568032.957762008	6497891.651761968	NULL	NULL
13,2 kV	1068.0	2568237.5909978296	6497849.085262544	NULL	NULL
13,2 kV	1069.0	2568338.3335588854	6497827.894426817	Cuchilla	Cerrado
13,2 kV	1070.0	2568457.459771706	6497802.836655998	NULL	NULL
13,2 kV	1071.0	2568550.2905139485	6497783.339051104	Cuchilla	Cerrado
13,2 kV	1072.0	2568697.5671447273	6497752.4045243105	NULL	NULL
13,2 kV	1073.0	2568701.8222792414	6497751.511062842	NULL	NULL
13,2 kV	1074.0	2568917.7887787293	6497705.402209887	Cuchilla-Fusible	Cerrado
13,2 kV	1075.0	2568938.381372175	6497700.299630951	NULL	NULL
13,2 kV	1076.0	2569056.6121965125	6497673.211480109	NULL	NULL
13,2 kV	1077.0	2569121.4463112843	6497659.170903312	Cuchilla	Cerrado
13,2 kV	1078.0	2569053.6354173613	6497658.479205065	Fusible	Cerrado
13,2 kV	1079.0	2569032.638784623	6497552.284795469	NULL	NULL
13,2 kV	1080.0	2569077.1647553886	6497477.755326903	NULL	NULL
13,2 kV	1081.0	2569307.175209275	6497620.658850324	NULL	NULL
13,2 kV	1082.0	2569392.142238559	6497602.679454605	NULL	NULL
13,2 kV	1083.0	2569842.7395848827	6497517.082108742	NULL	NULL
13,2 kV	1084.0	2569850.444225547	6497515.126873568	NULL	NULL
13,2 kV	1085.0	2569902.42036666	6497503.151633109	NULL	NULL
13,2 kV	1086.0	2569903.4145864975	6497508.449687125	Cuchilla	Abierto
13,2 kV	1087.0	2569837.3106481093	6497488.349272609	Fusible	Cerrado
13,2 kV	1088.0	2569303.6333970963	6497606.8997128485	Fusible	Cerrado
13,2 kV	1089.0	2569255.663924076	6497329.763655244	NULL	NULL
13,2 kV	1090.0	2569238.0332371457	6497227.887223781	NULL	NULL
13,2 kV	1091.0	2569188.0883081695	6496960.057912699	NULL	NULL
13,2 kV	1092.0	2569255.864089161	6497224.175946193	Fusible	Cerrado
13,2 kV	1093.0	2569290.6583780097	6497216.934359465	NULL	NULL
13,2 kV	1094.0	2569028.92061985	6497245.998770919	NULL	NULL
13,2 kV	1095.0	2568989.955847064	6497059.231703449	NULL	NULL
13,2 kV	1096.0	2568937.310003773	6497695.508933462	Fusible	Cerrado
13,2 kV	1097.0	2568935.512862105	6497687.477522573	NULL	NULL
13,2 kV	1098.0	2568911.385524354	6497570.556959797	NULL	NULL
13,2 kV	1099.0	2568685.0457137236	6497616.924152568	Fusible	Abierto
13,2 kV	1100.0	2568669.4436278413	6497713.916207273	Cuerno-Fusible	Cerrado
13,2 kV	1101.0	2568674.6334468825	6497738.326509656	NULL	NULL
13,2 kV	1102.0	2568650.332511917	6497624.03512518	NULL	NULL
13,2 kV	1103.0	2568642.8133454802	6497586.11065515	Seccionalizador	Cerrado
13,2 kV	1104.0	2568582.8627168154	6497279.278992324	NULL	NULL
13,2 kV	1105.0	2568589.872005086	6497315.535661251	NULL	NULL
13,2 kV	1106.0	2568612.4032306266	6497432.090070605	NULL	NULL
13,2 kV	1107.0	2568617.425451119	6497458.069977741	NULL	NULL
13,2 kV	1108.0	2568581.355070793	6497271.192963688	Cuchilla	Cerrado
13,2 kV	1109.0	2568579.8132814486	6497262.818413864	NULL	NULL
13,2 kV	1110.0	2568566.9780177185	6497282.824189191	Fusible	Cerrado
13,2 kV	1111.0	2568501.3473937986	6497296.276264039	NULL	NULL
13,2 kV	1112.0	2568291.9457265334	6497339.193826207	NULL	NULL
13,2 kV	1113.0	2568500.34578864	6497290.868786518	Fusible	Cerrado
13,2 kV	1114.0	2568484.700000308	6497206.407256978	NULL	NULL
13,2 kV	1115.0	2568461.0408089724	6497210.893640278	NULL	NULL
13,2 kV	1116.0	2568549.7859141044	6497128.241556085	NULL	NULL
13,2 kV	1117.0	2568577.949824329	6497123.007851613	Fusible	Cerrado
13,2 kV	1118.0	2568694.935705403	6497101.268436857	NULL	NULL
13,2 kV	1119.0	2568660.761910482	6496926.397482775	NULL	NULL
13,2 kV	1120.0	2568464.163346956	6496685.940462908	NULL	NULL
13,2 kV	1121.0	2568607.548046827	6497307.248344572	Fusible	Cerrado
13,2 kV	1122.0	2568712.975858151	6497288.2100326335	NULL	NULL
13,2 kV	1123.0	2568635.237576522	6497431.660735377	Fusible	Cerrado
13,2 kV	1124.0	2568735.6135632517	6497413.54052034	NULL	NULL
13,2 kV	1125.0	2568468.382675014	6497830.171848752	Fusible	Cerrado
13,2 kV	1126.0	2568485.08132717	6497906.612945747	NULL	NULL
13,2 kV	1127.0	2568453.066734254	6497780.977551628	Fusible	Cerrado
13,2 kV	1128.0	2568426.914572906	6497650.860598433	NULL	NULL
13,2 kV	1129.0	2568243.4690917	6497876.431381816	Fusible	Cerrado
13,2 kV	1130.0	2568276.4939090763	6498046.053172773	NULL	NULL
13,2 kV	1131.0	2568307.920436254	6498201.56654743	NULL	NULL
13,2 kV	1132.0	2568370.423770817	6498185.928813317	NULL	NULL
13,2 kV	1133.0	2568234.765413235	6497834.947303868	Fusible	Cerrado
13,2 kV	1134.0	2568201.317507519	6497667.61214491	NULL	NULL
13,2 kV	1135.0	2567370.118698882	6497987.139963285	Cuchilla	Cerrado
13,2 kV	1136.0	2567372.5592911183	6497999.318329228	NULL	NULL
13,2 kV	1137.0	2567376.7038087873	6498020.002360451	NULL	NULL
13,2 kV	1138.0	2567377.6304455623	6498024.6269184295	NULL	NULL
13,2 kV	1139.0	2567430.784160133	6498031.558474112	NULL	NULL
13,2 kV	1140.0	2567583.105656446	6497999.423663083	NULL	NULL
13,2 kV	1141.0	2567605.0952581097	6497994.291148729	Cuchilla	Cerrado
13,2 kV	1142.0	2567645.22024731	6497985.974691529	NULL	NULL
13,2 kV	1143.0	2567671.4125741087	6497980.096575281	NULL	NULL
13,2 kV	1144.0	2567711.9431868778	6497971.000939033	NULL	NULL
13,2 kV	1145.0	2567830.2478482355	6497948.430535857	NULL	NULL
13,2 kV	1146.0	2567679.496002102	6498017.910146345	Cuchilla-Fusible	Cerrado
13,2 kV	1147.0	2568011.321360297	6497910.254048403	NULL	NULL
13,2 kV	1148.0	2568010.41343825	6497907.159739992	Cuchilla	Abierto
13,2 kV	1149.0	2568053.3559440067	6497991.233141673	Cuchilla-Fusible	Cerrado
13,2 kV	1150.0	2568216.9221976325	6497866.857004478	NULL	NULL
13,2 kV	1151.0	2568332.4444745565	6497845.412914194	Cuerno	Cerrado
13,2 kV	1152.0	2568465.0409674053	6497814.876636876	NULL	NULL
13,2 kV	1153.0	2568566.055091827	6497794.190993971	NULL	NULL
13,2 kV	1154.0	2568653.555161231	6497775.193666847	Fusible	Cerrado
13,2 kV	1155.0	2568786.8728807713	6497746.875919344	Cuerno-Fusible	Cerrado
13,2 kV	1156.0	2569904.540007735	6497514.446894468	NULL	NULL
13,2 kV	1157.0	2570018.8401038754	6497488.912126102	Fusible	Abierto
13,2 kV	1158.0	2567714.027800035	6498176.883816344	NULL	NULL
13,2 kV	1159.0	2567744.4250279265	6498319.399048144	Fusible	Cerrado
13,2 kV	1160.0	2567761.279325204	6498398.71473126	NULL	NULL
13,2 kV	1161.0	2567806.794557867	6498610.556155479	NULL	NULL
13,2 kV	1162.0	2567878.0766856717	6498952.235197542	NULL	NULL
13,2 kV	1163.0	2567883.5618092436	6498982.474778134	NULL	NULL
13,2 kV	1164.0	2567886.187541908	6498994.635495089	NULL	NULL
13,2 kV	1165.0	2567749.0654193023	6499181.596580402	NULL	NULL
13,2 kV	1166.0	2567734.961534315	6499200.390018002	NULL	NULL
13,2 kV	1167.0	2567755.985033127	6499186.892941412	Fusible	Cerrado
13,2 kV	1168.0	2567762.3316446715	6499191.751672616	NULL	NULL
13,2 kV	1169.0	2568065.019847284	6498122.89988072	Fusible	Cerrado
13,2 kV	1170.0	2567917.7621468827	6498154.119438256	NULL	NULL
13,2 kV	1171.0	2568179.9200484715	6498589.36482189	NULL	NULL
13,2 kV	1172.0	2568193.3752234173	6498656.180529268	Cuchilla	Cerrado
13,2 kV	1173.0	2568197.871693031	6498678.509092285	NULL	NULL
13,2 kV	1174.0	2568235.543189043	6498862.2676854255	NULL	NULL
13,2 kV	1175.0	2568295.4593877033	6499156.204832112	Cuchilla	Cerrado
13,2 kV	1176.0	2568163.8117528353	6498505.3965526065	NULL	NULL
13,2 kV	1177.0	2568166.02519991	6498516.933989675	Cuchilla	Cerrado
13,2 kV	1178.0	2568269.7988793193	6498854.794999969	Fusible	Abierto
13,2 kV	1179.0	2568330.5560953314	6498841.540968533	NULL	NULL
13,2 kV	1180.0	2568585.6396967117	6497893.799803958	NULL	NULL
13,2 kV	1181.0	2568608.6584764956	6498001.163503373	NULL	NULL
13,2 kV	1182.0	2568612.2978616366	6498017.560536523	NULL	NULL
13,2 kV	1183.0	2568628.423565799	6498097.174026055	Fusible	Cerrado
13,2 kV	1184.0	2568635.4927991903	6498132.008856137	NULL	NULL
13,2 kV	1185.0	2568659.5079758093	6498244.220743316	NULL	NULL
13,2 kV	1186.0	2568664.3089724514	6498267.017844242	NULL	NULL
13,2 kV	1187.0	2568805.0431624805	6498389.330905351	Cuchilla	Cerrado
13,2 kV	1188.0	2568807.3577649277	6498400.833070472	NULL	NULL
13,2 kV	1189.0	2568846.0909096906	6498590.110408517	NULL	NULL
13,2 kV	1190.0	2568826.142119813	6498593.825179313	Fusible	Cerrado
13,2 kV	1191.0	2568569.173701102	6498640.542066944	NULL	NULL
13,2 kV	1192.0	2568850.6130733155	6498613.393899913	NULL	NULL
13,2 kV	1193.0	2568857.5169615066	6498648.998955971	NULL	NULL
13,2 kV	1194.0	2568873.106057379	6498729.395772524	NULL	NULL
13,2 kV	1195.0	2568875.752649786	6498738.737205514	NULL	NULL
13,2 kV	1196.0	2568857.6628559064	6498732.424892042	Fusible	Cerrado
13,2 kV	1197.0	2568598.372110479	6498785.137652433	NULL	NULL
13,2 kV	1198.0	2568931.5683782767	6499008.097172623	Cuchilla-Fusible	Abierto
13,2 kV	1199.0	2568834.2843328305	6497990.839276322	NULL	NULL
13,2 kV	1200.0	2568840.7658997015	6498026.64534411	NULL	NULL
13,2 kV	1201.0	2568859.510047774	6498022.62213371	Fusible	Cerrado
13,2 kV	1202.0	2569007.0986555982	6497987.88025506	NULL	NULL
13,2 kV	1203.0	2569004.247072865	6497965.695247577	Fusible	Cerrado
13,2 kV	1204.0	2568997.1042905194	6497910.1349203065	NULL	NULL
13,2 kV	1205.0	2569066.570682371	6497895.686317347	NULL	NULL
13,2 kV	1206.0	2569032.2529530143	6497986.793292739	NULL	NULL
13,2 kV	1207.0	2569073.804248665	6497979.537565574	Fusible	Abierto
13,2 kV	1208.0	2569036.701055391	6498009.1978635425	Fusible	Cerrado
13,2 kV	1209.0	2569063.480430833	6498144.094979619	NULL	NULL
13,2 kV	1210.0	2569386.5747864274	6497641.108607908	Cuchilla-Fusible	Cerrado
13,2 kV	1211.0	2569382.028406838	6497604.819624126	NULL	NULL
13,2 kV	1212.0	2569396.992252306	6497729.549174225	NULL	NULL
13,2 kV	1213.0	2567518.0229160152	6498735.494176188	NULL	NULL
13,2 kV	1214.0	2567563.137319675	6498938.946132524	NULL	NULL
13,2 kV	1215.0	2567524.499050856	6498733.855481315	Cuchilla	Cerrado
13,2 kV	1216.0	2567545.7835865724	6498729.59776456	NULL	NULL
13,2 kV	1217.0	2567621.225378166	6499223.612039825	NULL	NULL
13,2 kV	1218.0	2567557.523306005	6498940.937780539	Fusible	Cerrado
13,2 kV	1219.0	2567545.015291443	6498984.3940886855	NULL	NULL
13,2 kV	1220.0	2567497.456467583	6498994.284651209	NULL	NULL
13,2 kV	1221.0	2567251.952715322	6499045.703933328	NULL	NULL
13,2 kV	1222.0	2567481.665655157	6498921.2334155245	NULL	NULL
13,2 kV	1223.0	2567531.40318963	6499130.179601877	Fusible	Cerrado
13,2 kV	1224.0	2567523.754491164	6499124.1733869165	NULL	NULL
13,2 kV	1225.0	2567637.7208260493	6499308.176921483	Cuchilla	Cerrado
13,2 kV	1226.0	2567600.9842066206	6499252.50808541	Cuchilla	Abierto
13,2 kV	1227.0	2567551.10559719	6499262.87123049	NULL	NULL
13,2 kV	1228.0	2567409.117774615	6499268.570368307	NULL	NULL
13,2 kV	1229.0	2567427.2450028663	6499353.825368966	Fusible	Cerrado
13,2 kV	1230.0	2567414.3300802894	6499291.288081339	NULL	NULL
13,2 kV	1231.0	2567603.756616293	6499321.529630539	Cuchilla-interconectador	Cerrado
13,2 kV	1232.0	2567604.8519342477	6499349.052939998	NULL	NULL
13,2 kV	1233.0	2567675.398317225	6499345.395180932	Fusible	Cerrado
13,2 kV	1234.0	2567697.0588616	6499450.419729302	NULL	NULL
13,2 kV	1235.0	2567700.62933737	6499463.786115704	NULL	NULL
13,2 kV	1236.0	2567612.4092486547	6499348.213859472	NULL	NULL
13,2 kV	1237.0	2567428.3565281243	6499359.20808289	NULL	NULL
13,2 kV	1238.0	2567489.60852057	6499346.050277196	NULL	NULL
13,2 kV	1239.0	2567695.7359369546	6499326.462677526	Cuchilla	Cerrado
13,2 kV	1240.0	2567692.519572792	6499327.166321937	NULL	NULL
13,2 kV	1241.0	2567552.43526822	6499434.068762764	Cuchilla	Cerrado
13,2 kV	1242.0	2567520.2787724184	6499480.101939448	NULL	NULL
13,2 kV	1243.0	2567490.0626164633	6499525.631615508	NULL	NULL
13,2 kV	1244.0	2567731.661018128	6499605.281099713	Fusible	Cerrado
13,2 kV	1245.0	2567741.593836473	6499650.112829657	NULL	NULL
13,2 kV	1246.0	2567453.3420000575	6499665.793223514	Fusible	Abierto
13,2 kV	1247.0	2567412.0686830254	6499643.152802827	NULL	NULL
13,2 kV	1248.0	2567743.3806462134	6499658.241943503	NULL	NULL
13,2 kV	1249.0	2567713.9742393456	6499656.001416948	Fusible	Cerrado
13,2 kV	1250.0	2567590.0679390235	6499683.3374675	NULL	NULL
13,2 kV	1251.0	2567592.350784554	6499697.308066932	NULL	NULL
13,2 kV	1252.0	2567281.9397459966	6499843.998078409	NULL	NULL
13,2 kV	1253.0	2567277.714445933	6499841.111387299	Fusible	Cerrado
13,2 kV	1254.0	2567273.5958797685	6499838.297615934	NULL	NULL
13,2 kV	1255.0	2567254.689629592	6499887.206232366	NULL	NULL
13,2 kV	1256.0	2567201.7141095824	6499971.203632424	NULL	NULL
13,2 kV	1257.0	2567188.582151419	6499992.025366645	NULL	NULL
13,2 kV	1258.0	2567163.016945659	6500031.165876083	NULL	NULL
13,2 kV	1259.0	2567102.172376551	6500119.245997473	NULL	NULL
13,2 kV	1260.0	2566877.4882197063	6500463.847011747	NULL	NULL
13,2 kV	1261.0	2567446.571502803	6500701.21990628	NULL	NULL
13,2 kV	1262.0	2567893.8246906563	6500604.739409637	NULL	NULL
13,2 kV	1263.0	2567899.560749159	6500627.603196004	NULL	NULL
13,2 kV	1264.0	2567906.7027571495	6500659.490441542	Seccionalizador	Cerrado
13,2 kV	1265.0	2567949.5907384465	6500616.200968602	Fusible	Cerrado
13,2 kV	1266.0	2568258.609459734	6500549.380844971	NULL	NULL
13,2 kV	1267.0	2568074.847802313	6501405.577192173	NULL	NULL
13,2 kV	1268.0	2568141.24960051	6501677.502116674	NULL	NULL
13,2 kV	1269.0	2568198.746705043	6501912.961038593	NULL	NULL
13,2 kV	1270.0	2568401.1717742095	6502894.347908723	NULL	NULL
13,2 kV	1271.0	2568236.3950540004	6501904.922044814	Fusible	Cerrado
13,2 kV	1272.0	2568667.412070641	6501812.879582853	NULL	NULL
13,2 kV	1273.0	2568598.606692779	6500476.171611075	NULL	NULL
13,2 kV	1274.0	2568135.6731869075	6499235.723906887	NULL	NULL
13,2 kV	1275.0	2567957.6085217474	6499269.199118302	NULL	NULL
13,2 kV	1276.0	2568290.459428316	6499163.146529689	Fusible	Cerrado
13,2 kV	1277.0	2568277.6485410947	6499166.071042809	NULL	NULL
13,2 kV	1278.0	2568317.028374085	6499205.850799523	NULL	NULL
13,2 kV	1279.0	2568323.1410047566	6499198.511528125	Cuchilla	Abierto
13,2 kV	1280.0	2568328.7536998405	6499191.772212098	NULL	NULL
13,2 kV	1281.0	2568414.7003684775	6499174.617569618	NULL	NULL
13,2 kV	1282.0	2568318.075314112	6499210.526234424	Fusible	Cerrado
13,2 kV	1283.0	2568361.7969252663	6499405.849175789	NULL	NULL
13,2 kV	1284.0	2568379.6395725138	6499486.7869343925	NULL	NULL
13,2 kV	1285.0	2568452.873013234	6499817.052995404	Cuchilla	Cerrado
13,2 kV	1286.0	2568519.794756389	6500175.110419346	NULL	NULL
13,2 kV	1287.0	2568512.738725379	6500143.382890054	NULL	NULL
13,2 kV	1288.0	2568580.1376129156	6500446.443039575	Cuchilla	Abierto
13,2 kV	1289.0	2568595.0772079583	6500454.702756457	NULL	NULL
13,2 kV	1290.0	2568175.032378747	6501918.081975532	Fusible	Cerrado
13,2 kV	1291.0	2567603.9801234645	6502041.383701539	NULL	NULL
13,2 kV	1292.0	2568734.2522725346	6500446.221606457	NULL	NULL
13,2 kV	1293.0	2568427.9349216777	6499171.975710305	Cuchilla	Cerrado
13,2 kV	1294.0	2568726.0989327584	6499108.47166911	NULL	NULL
13,2 kV	1295.0	2568858.765981824	6499082.621096395	NULL	NULL
13,2 kV	1296.0	2568940.8953060647	6499063.445443686	NULL	NULL
13,2 kV	1297.0	2568857.7975979648	6499076.9848264605	Fusible	Cerrado
13,2 kV	1298.0	2568853.4583863015	6499051.7413011035	NULL	NULL
13,2 kV	1299.0	2568957.1755559454	6499050.154234034	NULL	NULL
13,2 kV	1300.0	2569029.2932059704	6499035.109848816	Fusible	Cerrado
13,2 kV	1301.0	2568941.67857518	6499068.94858185	NULL	NULL
13,2 kV	1302.0	2568945.0995688033	6499086.594197358	Fusible	Abierto
13,2 kV	1303.0	2569098.2722637076	6499834.443492444	Fusible	Abierto
13,2 kV	1304.0	2569088.0239955545	6499850.23395209	Fusible	Cerrado
13,2 kV	1305.0	2568661.126318244	6499937.8476974545	NULL	NULL
13,2 kV	1306.0	2569463.046165188	6500286.91534793	NULL	NULL
13,2 kV	1307.0	2569728.184615226	6500233.214649617	NULL	NULL
13,2 kV	1308.0	2570588.855734337	6500050.689389417	NULL	NULL
13,2 kV	1309.0	2570955.9963697274	6499973.098825188	NULL	NULL
13,2 kV	1310.0	2570817.4703010824	6498661.054473544	NULL	NULL
13,2 kV	1311.0	2570583.9813482584	6498709.811931185	NULL	NULL
13,2 kV	1312.0	2570811.9624729822	6498633.588434275	Fusible	Cerrado
13,2 kV	1313.0	2570787.302841203	6498517.386724605	NULL	NULL
13,2 kV	1314.0	2571200.3026263486	6503182.633355879	NULL	NULL
13,2 kV	1315.0	2570785.3061279757	6501377.467211471	Fusible	Cerrado
13,2 kV	1316.0	2570875.5551703777	6501797.240368758	NULL	NULL
13,2 kV	1317.0	2571243.752238615	6501268.750440384	NULL	NULL
13,2 kV	1318.0	2571357.036840193	6501244.139824938	NULL	NULL
13,2 kV	1319.0	2571738.5826792354	6501162.773314314	NULL	NULL
13,2 kV	1320.0	2571349.892983738	6501212.115564248	Fusible	Cerrado
13,2 kV	1321.0	2571273.6523093274	6500883.484478391	NULL	NULL
13,2 kV	1322.0	2570332.933383896	6497422.8976933155	NULL	NULL
13,2 kV	1323.0	2570385.4473655345	6497413.13908717	Cuchilla	Cerrado
13,2 kV	1324.0	2571238.243944982	6497229.912502461	NULL	NULL
13,2 kV	1325.0	2571272.3496079925	6497222.848402116	NULL	NULL
33 kV	1326.0	2595562.530761025	6488572.221603411	Fusible	Abierto
33 kV	1327.0	2595650.5719596557	6488603.53165912	Fusible	Cerrado
33 kV	1328.0	2595724.2596249026	6488634.299331903	Reconectador	Cerrado
33 kV	1329.0	2595822.2466082727	6488663.486480372	NULL	NULL
33 kV	1330.0	2595898.1479802765	6488680.131621594	NULL	NULL
33 kV	1331.0	2595962.0347219543	6488670.565794317	NULL	NULL
33 kV	1332.0	2596113.832616139	6488624.475361238	NULL	NULL
33 kV	1333.0	2596180.1629887344	6488592.853519274	NULL	NULL
33 kV	1334.0	2596408.8664943697	6488505.204136567	NULL	NULL
33 kV	1335.0	2596540.7865901957	6488433.519851202	NULL	NULL
33 kV	1336.0	2596564.845771623	6488489.498949603	NULL	NULL
33 kV	1337.0	2596776.350990366	6488388.13716831	NULL	NULL
